Monkey Business,$500,Provides 10% discount on all Monkeys and upgrades tier 3 or less purchased in the radius of the Village.,"Discounts all towers and upgrades below Tier 4 by 10%, provided they are within range of the Village. Does not affect hero leveling costs."
Monkey Commerce,$500,An additional 5% discount that can stack with up to 2 other Villages with this upgrade.,"Adds another 5% discount for all towers and upgrades below Tier 4, for a total of 15% discount, provided they are within range of the Village. Does not affect hero leveling costs. Can stack up to 3 times for a total of 25% discount."
Monkey Town,"$5,000",All bloon sends give 10% more eco.,"In addition to +10% eco per eco-positive bloon send, the +10% eco is reversed to a 10% reduced eco penalty for stronger blimp sends, lowering the punishment for sending blimps above MOABs. Does not stack with other Monkey Towns."
Monkey City,"$7,000","Increases influence range, bloon sends are worth another 10% more eco, and collects bananas dropped in range.","In addition to +20% eco per eco-positive bloon send, as well as extra influence range and autocollection of bananas, the total of +20% eco is reversed to a 20% reduced eco penalty for stronger blimp sends, lowering the punishment for sending blimps above MOABs. Does not stack with other Monkey Cities or Monkey Towns."
Monkeyopolis,"$5,000 / Banana Farm","Absorbs all nearby Banana Farms and their income, freeing up space for new Monkeys.",All Banana Farms within range up to Tier 4 are sacrificed to generate more income based on the monetary cost of the Banana Farm sacrifices. Cost of the upgrade increases per Banana Farm within range.
Sentry Gun,$500,Creates temporary sentry guns and deploys them nearby.,"Produces temporary sentry guns onto nearby land. Sentry Guns pop up to 2 bloons per shot, lasts for up to 25 (check this number) seconds before disappearing, and can be improved with crosspathing."
Faster Engineering,$400,Increased efficiency allows the Engineer to produce sentries more often and foam faster.,"Produces sentries and foam +66% faster (0.60x attack cooldown), and cooldown for stored traps reduced by 40%."
Sprockets,$525,Increases sentry gun and Engineer attack speed.,Nailgun and newly deployed sentry guns attack +66% faster (0.60x attack cooldown).
Sentry Expert,$2500,Sentries deploy with different damage types based on your need.,"Replaces all new sentries with four specialized sentries: Crushing, Boom, Cold, and Energy. Adjusts deployment of these four sentry types depending on bloons on the screen."
Sentry Champion,$32000,Creates super-powerful but highly unstable sentries.,Replaces all new sentries with powerful plasma sentries. Expired sentries now explode a wave of plasma instead of simply disappearing.
Larger Service Area,$250,Shoots further and deploys sentries in a much larger area.,"Engineer gains +20 range, and sentries gain slightly more range."
Deconstruction,$350,Nail gun and Sentry shots do extra damage to MOAB-class and Fortified Bloons.,Nailgun and newly deployed sentries deal +1 damage to MOAB-class and +1 damage to Fortified.
Cleansing Foam,$800,Sprays foam that removes Camo and Regrow and pops Lead Bloons.,Sprays foam anywhere on nearby bloon track. Bloons that hit the foam will permanently lose Camo and Regrow properties. Lead Bloons are neutralized and DDT Lead properties are removed.
Overclock,$13500,Overclock Ability: Target another tower to supercharge its attack speed for a short time.,"Ability temporarily increases attack speed of tower, range of a Monkey Village, or production of a Banana Farm. Ability duration depends on tier of the selected tower. Main attack gains more pierce."
Ultraboost,$120000,Ultra-Overclocked Monkeys gain a small but permanent boost every time they are overclocked.,Ability now permanently applies a 10th of the bonus of Overclock onto the selected tower (check this).
Oversize Nails,$450,"Massivization allows nails to pop 8 Bloons at once, including frozen. Also increases Foam and Sentry effectiveness.",Nailgun pierce increases from 3 to 8. Pierce of sentries and foam improves.
Pin,$220,Pins Bloons in place for a short time when struck.,Nailgun nails pin any non-blimp bloon other than Leads and Ceramics. Can give Pin effect to sentries with Sprockets or above.
Double Gun,$500,Two guns for twice the fun.,Double nailgun attack speed.
Bloon Trap,$3500,Bloon trap captures Bloons until full. Select to empty full trap for cash.,Produces a Bloon Trap that captures up to 650(?) RBE worth of non-blimp bloons. Collecting the full trap earns $500 cash.
XXXL Trap,$54000,Huge Bloon traps can trap some of the largest Bloons in them...,"Produces a huge XXXL Bloon Trap that captures up to 10,000(?) RBE worth of almost any bloon including all non-BAD blimps. Collecting the full trap earns a bonus $5000 cash."
